set_id,family,subfamily,interpretation_layer,n_raw,n_present,broad_set_flag
atomic__mitochondrial_metabolism_fine__mitochondrial_energy_metabolism__reactome_synthesis_of_very_long_chain_fatty_acyl_coas,mitochondrial_metabolism_fine,mitochondrial_energy_metabolism,cell_state,24,24,
atomic__mitochondrial_metabolism_fine__mitochondrial_energy_metabolism__reactome_transcriptional_activation_of_mitochondrial_biogenesis,mitochondrial_metabolism_fine,mitochondrial_energy_metabolism,cell_state,54,54,
atomic__mitochondrial_metabolism_fine__mitochondrial_energy_metabolism__gobp_acyl_coa_biosynthetic_process,mitochondrial_metabolism_fine,mitochondrial_energy_metabolism,cell_state,58,58,
atomic__mitochondrial_metabolism_fine__mitochondrial_energy_metabolism__gobp_acyl_coa_metabolic_process,mitochondrial_metabolism_fine,mitochondrial_energy_metabolism,cell_state,109,108,
atomic__mitochondrial_metabolism_fine__mitochondrial_energy_metabolism__gobp_apoptotic_mitochondrial_changes,mitochondrial_metabolism_fine,mitochondrial_energy_metabolism,cell_state,113,108,
atomic__mitochondrial_metabolism_fine__mitochondrial_energy_metabolism__gobp_atp_synthesis_coupled_electron_transport,mitochondrial_metabolism_fine,mitochondrial_energy_metabolism,cell_state,101,96,
atomic__mitochondrial_metabolism_fine__mitochondrial_energy_metabolism__gobp_cellular_response_to_fatty_acid,mitochondrial_metabolism_fine,mitochondrial_energy_metabolism,cell_state,42,41,
atomic__mitochondrial_metabolism_fine__mitochondrial_energy_metabolism__gobp_coenzyme_a_biosynthetic_process,mitochondrial_metabolism_fine,mitochondrial_energy_metabolism,cell_state,10,10,
atomic__mitochondrial_metabolism_fine__mitochondrial_energy_metabolism__gobp_coenzyme_a_metabolic_process,mitochondrial_metabolism_fine,mitochondrial_energy_metabolism,cell_state,18,18,
atomic__mitochondrial_metabolism_fine__mitochondrial_energy_metabolism__gobp_electron_transport_chain,mitochondrial_metabolism_fine,mitochondrial_energy_metabolism,cell_state,126,120,
atomic__mitochondrial_metabolism_fine__mitochondrial_energy_metabolism__gobp_establishment_of_protein_localization_to_mitochondrial_membrane,mitochondrial_metabolism_fine,mitochondrial_energy_metabolism,cell_state,34,34,
atomic__mitochondrial_metabolism_fine__mitochondrial_energy_metabolism__gobp_fatty_acid_beta_oxidation,mitochondrial_metabolism_fine,mitochondrial_energy_metabolism,cell_state,73,73,
atomic__mitochondrial_metabolism_fine__mitochondrial_energy_metabolism__gobp_fatty_acid_beta_oxidation_using_acyl_coa_dehydrogenase,mitochondrial_metabolism_fine,mitochondrial_energy_metabolism,cell_state,12,12,
atomic__mitochondrial_metabolism_fine__mitochondrial_energy_metabolism__gobp_fatty_acid_beta_oxidation_using_acyl_coa_oxidase,mitochondrial_metabolism_fine,mitochondrial_energy_metabolism,cell_state,14,14,
atomic__mitochondrial_metabolism_fine__mitochondrial_energy_metabolism__gobp_fatty_acid_biosynthetic_process,mitochondrial_metabolism_fine,mitochondrial_energy_metabolism,cell_state,186,174,
atomic__mitochondrial_metabolism_fine__mitochondrial_energy_metabolism__gobp_fatty_acid_catabolic_process,mitochondrial_metabolism_fine,mitochondrial_energy_metabolism,cell_state,104,103,
atomic__mitochondrial_metabolism_fine__mitochondrial_energy_metabolism__gobp_fatty_acid_derivative_biosynthetic_process,mitochondrial_metabolism_fine,mitochondrial_energy_metabolism,cell_state,53,50,
atomic__mitochondrial_metabolism_fine__mitochondrial_energy_metabolism__gobp_fatty_acid_derivative_catabolic_process,mitochondrial_metabolism_fine,mitochondrial_energy_metabolism,cell_state,20,20,
atomic__mitochondrial_metabolism_fine__mitochondrial_energy_metabolism__gobp_fatty_acid_derivative_metabolic_process,mitochondrial_metabolism_fine,mitochondrial_energy_metabolism,cell_state,86,83,
atomic__mitochondrial_metabolism_fine__mitochondrial_energy_metabolism__gobp_fatty_acid_elongation,mitochondrial_metabolism_fine,mitochondrial_energy_metabolism,cell_state,14,14,
atomic__mitochondrial_metabolism_fine__mitochondrial_energy_metabolism__gobp_fatty_acid_homeostasis,mitochondrial_metabolism_fine,mitochondrial_energy_metabolism,cell_state,18,17,
atomic__mitochondrial_metabolism_fine__mitochondrial_energy_metabolism__gobp_fatty_acid_metabolic_process,mitochondrial_metabolism_fine,mitochondrial_energy_metabolism,cell_state,429,413,
atomic__mitochondrial_metabolism_fine__mitochondrial_energy_metabolism__gobp_fatty_acid_transmembrane_transport,mitochondrial_metabolism_fine,mitochondrial_energy_metabolism,cell_state,20,20,
atomic__mitochondrial_metabolism_fine__mitochondrial_energy_metabolism__gobp_fatty_acid_transport,mitochondrial_metabolism_fine,mitochondrial_energy_metabolism,cell_state,118,116,
atomic__mitochondrial_metabolism_fine__mitochondrial_energy_metabolism__gobp_fatty_acyl_coa_biosynthetic_process,mitochondrial_metabolism_fine,mitochondrial_energy_metabolism,cell_state,28,28,
atomic__mitochondrial_metabolism_fine__mitochondrial_energy_metabolism__gobp_fatty_acyl_coa_metabolic_process,mitochondrial_metabolism_fine,mitochondrial_energy_metabolism,cell_state,45,45,
atomic__mitochondrial_metabolism_fine__mitochondrial_energy_metabolism__gobp_inner_mitochondrial_membrane_organization,mitochondrial_metabolism_fine,mitochondrial_energy_metabolism,cell_state,45,43,
atomic__mitochondrial_metabolism_fine__mitochondrial_energy_metabolism__gobp_long_chain_fatty_acid_biosynthetic_process,mitochondrial_metabolism_fine,mitochondrial_energy_metabolism,cell_state,28,28,
atomic__mitochondrial_metabolism_fine__mitochondrial_energy_metabolism__gobp_long_chain_fatty_acid_import_across_plasma_membrane,mitochondrial_metabolism_fine,mitochondrial_energy_metabolism,cell_state,10,10,
atomic__mitochondrial_metabolism_fine__mitochondrial_energy_metabolism__gobp_long_chain_fatty_acid_import_into_cell,mitochondrial_metabolism_fine,mitochondrial_energy_metabolism,cell_state,19,18,
atomic__mitochondrial_metabolism_fine__mitochondrial_energy_metabolism__gobp_long_chain_fatty_acid_metabolic_process,mitochondrial_metabolism_fine,mitochondrial_energy_metabolism,cell_state,112,111,
atomic__mitochondrial_metabolism_fine__mitochondrial_energy_metabolism__gobp_long_chain_fatty_acid_transport,mitochondrial_metabolism_fine,mitochondrial_energy_metabolism,cell_state,65,64,
atomic__mitochondrial_metabolism_fine__mitochondrial_energy_metabolism__gobp_long_chain_fatty_acyl_coa_biosynthetic_process,mitochondrial_metabolism_fine,mitochondrial_energy_metabolism,cell_state,19,19,
atomic__mitochondrial_metabolism_fine__mitochondrial_energy_metabolism__gobp_long_chain_fatty_acyl_coa_metabolic_process,mitochondrial_metabolism_fine,mitochondrial_energy_metabolism,cell_state,25,25,
atomic__mitochondrial_metabolism_fine__mitochondrial_energy_metabolism__gobp_medium_chain_fatty_acid_metabolic_process,mitochondrial_metabolism_fine,mitochondrial_energy_metabolism,cell_state,15,15,
atomic__mitochondrial_metabolism_fine__mitochondrial_energy_metabolism__gobp_mitochondrial_calcium_ion_homeostasis,mitochondrial_metabolism_fine,mitochondrial_energy_metabolism,cell_state,24,24,
atomic__mitochondrial_metabolism_fine__mitochondrial_energy_metabolism__gobp_mitochondrial_calcium_ion_transmembrane_transport,mitochondrial_metabolism_fine,mitochondrial_energy_metabolism,cell_state,24,24,
atomic__mitochondrial_metabolism_fine__mitochondrial_energy_metabolism__gobp_mitochondrial_depolarization,mitochondrial_metabolism_fine,mitochondrial_energy_metabolism,cell_state,28,28,
atomic__mitochondrial_metabolism_fine__mitochondrial_energy_metabolism__gobp_mitochondrial_dna_metabolic_process,mitochondrial_metabolism_fine,mitochondrial_energy_metabolism,cell_state,20,20,
core_anchor__mitochondrial_metabolism_fine__core_mitochondrial_metabolism__expert_curated,mitochondrial_metabolism_fine,core_mitochondrial_metabolism,core_anchor,182,182,
family_union__mitochondrial_metabolism_fine__all__selected_atomic_sets,mitochondrial_metabolism_fine,all,family_union,1315,1269,very_broad_gt_1000
family_union__mitochondrial_metabolism_fine__mitochondrial_energy_metabolism__selected_atomic_sets,mitochondrial_metabolism_fine,mitochondrial_energy_metabolism,family_union,1315,1269,very_broad_gt_1000
atomic__quiescence_dormancy_growth_arrest__cell_cycle_arrest__reactome_cell_cycle_checkpoints,quiescence_dormancy_growth_arrest,cell_cycle_arrest,cell_state,290,256,
atomic__quiescence_dormancy_growth_arrest__cell_cycle_arrest__reactome_g1_s_dna_damage_checkpoints,quiescence_dormancy_growth_arrest,cell_cycle_arrest,cell_state,67,67,
atomic__quiescence_dormancy_growth_arrest__cell_cycle_arrest__reactome_g2_m_checkpoints,quiescence_dormancy_growth_arrest,cell_cycle_arrest,cell_state,156,122,
atomic__quiescence_dormancy_growth_arrest__cell_cycle_arrest__reactome_g2_m_dna_damage_checkpoint,quiescence_dormancy_growth_arrest,cell_cycle_arrest,cell_state,96,62,
atomic__quiescence_dormancy_growth_arrest__cell_cycle_arrest__reactome_inhibition_of_the_proteolytic_activity_of_apc_c_required_for_t_5186047d,quiescence_dormancy_growth_arrest,cell_cycle_arrest,cell_state,21,21,
atomic__quiescence_dormancy_growth_arrest__cell_cycle_arrest__reactome_mitotic_spindle_checkpoint,quiescence_dormancy_growth_arrest,cell_cycle_arrest,cell_state,111,111,
atomic__quiescence_dormancy_growth_arrest__cell_cycle_arrest__reactome_the_role_of_gtse1_in_g2_m_progression_after_g2_checkpoint,quiescence_dormancy_growth_arrest,cell_cycle_arrest,cell_state,66,65,
atomic__quiescence_dormancy_growth_arrest__cell_cycle_arrest__reactome_tp53_regulates_transcription_of_genes_involved_in_g1_cell_cycle_arrest,quiescence_dormancy_growth_arrest,cell_cycle_arrest,cell_state,14,14,
atomic__quiescence_dormancy_growth_arrest__cell_cycle_arrest__reactome_tp53_regulates_transcription_of_genes_involved_in_g2_cell_cycle_arrest,quiescence_dormancy_growth_arrest,cell_cycle_arrest,cell_state,18,18,
atomic__quiescence_dormancy_growth_arrest__cell_cycle_arrest__gobp_cell_cycle_checkpoint_signaling,quiescence_dormancy_growth_arrest,cell_cycle_arrest,cell_state,204,201,
atomic__quiescence_dormancy_growth_arrest__cell_cycle_arrest__gobp_dna_integrity_checkpoint_signaling,quiescence_dormancy_growth_arrest,cell_cycle_arrest,cell_state,133,132,
atomic__quiescence_dormancy_growth_arrest__cell_cycle_arrest__gobp_dna_replication_checkpoint_signaling,quiescence_dormancy_growth_arrest,cell_cycle_arrest,cell_state,26,26,
atomic__quiescence_dormancy_growth_arrest__cell_cycle_arrest__gobp_meiotic_cell_cycle_checkpoint_signaling,quiescence_dormancy_growth_arrest,cell_cycle_arrest,cell_state,11,11,
atomic__quiescence_dormancy_growth_arrest__cell_cycle_arrest__gobp_mitotic_cell_cycle_checkpoint_signaling,quiescence_dormancy_growth_arrest,cell_cycle_arrest,cell_state,148,146,
atomic__quiescence_dormancy_growth_arrest__cell_cycle_arrest__gobp_mitotic_dna_integrity_checkpoint_signaling,quiescence_dormancy_growth_arrest,cell_cycle_arrest,cell_state,78,78,
atomic__quiescence_dormancy_growth_arrest__cell_cycle_arrest__gobp_mitotic_dna_replication_checkpoint_signaling,quiescence_dormancy_growth_arrest,cell_cycle_arrest,cell_state,13,13,
atomic__quiescence_dormancy_growth_arrest__cell_cycle_arrest__gobp_mitotic_g1_s_transition_checkpoint_signaling,quiescence_dormancy_growth_arrest,cell_cycle_arrest,cell_state,17,17,
atomic__quiescence_dormancy_growth_arrest__cell_cycle_arrest__gobp_mitotic_g2_dna_damage_checkpoint_signaling,quiescence_dormancy_growth_arrest,cell_cycle_arrest,cell_state,36,36,
atomic__quiescence_dormancy_growth_arrest__cell_cycle_arrest__gobp_mitotic_g2_m_transition_checkpoint,quiescence_dormancy_growth_arrest,cell_cycle_arrest,cell_state,56,55,
atomic__quiescence_dormancy_growth_arrest__cell_cycle_arrest__gobp_mitotic_intra_s_dna_damage_checkpoint_signaling,quiescence_dormancy_growth_arrest,cell_cycle_arrest,cell_state,20,20,
atomic__quiescence_dormancy_growth_arrest__cell_cycle_arrest__gobp_negative_regulation_of_cell_cycle,quiescence_dormancy_growth_arrest,cell_cycle_arrest,cell_state,414,383,
atomic__quiescence_dormancy_growth_arrest__cell_cycle_arrest__gobp_negative_regulation_of_cell_cycle_g1_s_phase_transition,quiescence_dormancy_growth_arrest,cell_cycle_arrest,cell_state,82,62,
atomic__quiescence_dormancy_growth_arrest__cell_cycle_arrest__gobp_negative_regulation_of_cell_cycle_g2_m_phase_transition,quiescence_dormancy_growth_arrest,cell_cycle_arrest,cell_state,77,73,
atomic__quiescence_dormancy_growth_arrest__cell_cycle_arrest__gobp_negative_regulation_of_cell_cycle_process,quiescence_dormancy_growth_arrest,cell_cycle_arrest,cell_state,336,308,
atomic__quiescence_dormancy_growth_arrest__cell_cycle_arrest__gobp_positive_regulation_of_cell_cycle_checkpoint,quiescence_dormancy_growth_arrest,cell_cycle_arrest,cell_state,27,27,
atomic__quiescence_dormancy_growth_arrest__cell_cycle_arrest__gobp_positive_regulation_of_spindle_checkpoint,quiescence_dormancy_growth_arrest,cell_cycle_arrest,cell_state,21,21,
atomic__quiescence_dormancy_growth_arrest__cell_cycle_arrest__gobp_regulation_of_cell_cycle_checkpoint,quiescence_dormancy_growth_arrest,cell_cycle_arrest,cell_state,59,58,
atomic__quiescence_dormancy_growth_arrest__cell_cycle_arrest__gobp_regulation_of_dna_damage_checkpoint,quiescence_dormancy_growth_arrest,cell_cycle_arrest,cell_state,25,25,
atomic__quiescence_dormancy_growth_arrest__cell_cycle_arrest__gobp_regulation_of_spindle_checkpoint,quiescence_dormancy_growth_arrest,cell_cycle_arrest,cell_state,33,32,
core_anchor__quiescence_dormancy_growth_arrest__core_quiescence_arrest__expert_curated,quiescence_dormancy_growth_arrest,core_quiescence_arrest,core_anchor,11,11,
family_union__quiescence_dormancy_growth_arrest__all__selected_atomic_sets,quiescence_dormancy_growth_arrest,all,family_union,650,585,
family_union__quiescence_dormancy_growth_arrest__cell_cycle_arrest__selected_atomic_sets,quiescence_dormancy_growth_arrest,cell_cycle_arrest,family_union,650,585,
core_anchor__regulon_ifn_nfkb_ap1_gata_m_f228d780__core_tf_nodes__expert_curated,regulon_ifn_nfkb_ap1_gata_myc_e2f_p53_smad,core_tf_nodes,core_anchor,33,33,
family_union__regulon_ifn_nfkb_ap1_gata_m_f228d780__all__selected_atomic_sets,regulon_ifn_nfkb_ap1_gata_myc_e2f_p53_smad,all,family_union,5388,5033,very_broad_gt_1000
family_union__regulon_ifn_nfkb_ap1_gata_m_f228d780__tf_targets__selected_atomic_sets,regulon_ifn_nfkb_ap1_gata_myc_e2f_p53_smad,tf_targets,family_union,5388,5033,very_broad_gt_1000
atomic__regulon_ifn_nfkb_ap1_gata_m_f228d780__tf_targets__ciita_target_genes,regulon_ifn_nfkb_ap1_gata_myc_e2f_p53_smad,tf_targets,tf_regulon,1234,1111,very_broad_gt_1000
atomic__regulon_ifn_nfkb_ap1_gata_m_f228d780__tf_targets__e2f1dp1rb_01,regulon_ifn_nfkb_ap1_gata_myc_e2f_p53_smad,tf_targets,tf_regulon,233,227,
atomic__regulon_ifn_nfkb_ap1_gata_m_f228d780__tf_targets__e2f1dp1_01,regulon_ifn_nfkb_ap1_gata_myc_e2f_p53_smad,tf_targets,tf_regulon,238,229,
atomic__regulon_ifn_nfkb_ap1_gata_m_f228d780__tf_targets__e2f1dp2_01,regulon_ifn_nfkb_ap1_gata_myc_e2f_p53_smad,tf_targets,tf_regulon,238,229,
atomic__regulon_ifn_nfkb_ap1_gata_m_f228d780__tf_targets__e2f1_q3,regulon_ifn_nfkb_ap1_gata_myc_e2f_p53_smad,tf_targets,tf_regulon,247,239,
atomic__regulon_ifn_nfkb_ap1_gata_m_f228d780__tf_targets__e2f1_q3_01,regulon_ifn_nfkb_ap1_gata_myc_e2f_p53_smad,tf_targets,tf_regulon,250,243,
atomic__regulon_ifn_nfkb_ap1_gata_m_f228d780__tf_targets__e2f1_q4,regulon_ifn_nfkb_ap1_gata_myc_e2f_p53_smad,tf_targets,tf_regulon,249,246,
atomic__regulon_ifn_nfkb_ap1_gata_m_f228d780__tf_targets__e2f1_q4_01,regulon_ifn_nfkb_ap1_gata_myc_e2f_p53_smad,tf_targets,tf_regulon,229,222,
atomic__regulon_ifn_nfkb_ap1_gata_m_f228d780__tf_targets__e2f1_q6,regulon_ifn_nfkb_ap1_gata_myc_e2f_p53_smad,tf_targets,tf_regulon,236,227,
atomic__regulon_ifn_nfkb_ap1_gata_m_f228d780__tf_targets__e2f1_q6_01,regulon_ifn_nfkb_ap1_gata_myc_e2f_p53_smad,tf_targets,tf_regulon,243,239,
atomic__regulon_ifn_nfkb_ap1_gata_m_f228d780__tf_targets__e2f2_target_genes,regulon_ifn_nfkb_ap1_gata_myc_e2f_p53_smad,tf_targets,tf_regulon,1504,1324,very_broad_gt_1000
atomic__regulon_ifn_nfkb_ap1_gata_m_f228d780__tf_targets__e2f4dp1_01,regulon_ifn_nfkb_ap1_gata_myc_e2f_p53_smad,tf_targets,tf_regulon,242,233,
atomic__regulon_ifn_nfkb_ap1_gata_m_f228d780__tf_targets__e2f4dp2_01,regulon_ifn_nfkb_ap1_gata_myc_e2f_p53_smad,tf_targets,tf_regulon,238,229,
atomic__regulon_ifn_nfkb_ap1_gata_m_f228d780__tf_targets__gata1_01,regulon_ifn_nfkb_ap1_gata_myc_e2f_p53_smad,tf_targets,tf_regulon,247,241,
atomic__regulon_ifn_nfkb_ap1_gata_m_f228d780__tf_targets__gata1_02,regulon_ifn_nfkb_ap1_gata_myc_e2f_p53_smad,tf_targets,tf_regulon,249,244,
atomic__regulon_ifn_nfkb_ap1_gata_m_f228d780__tf_targets__gata1_03,regulon_ifn_nfkb_ap1_gata_myc_e2f_p53_smad,tf_targets,tf_regulon,246,242,
atomic__regulon_ifn_nfkb_ap1_gata_m_f228d780__tf_targets__gata1_04,regulon_ifn_nfkb_ap1_gata_myc_e2f_p53_smad,tf_targets,tf_regulon,247,244,
atomic__regulon_ifn_nfkb_ap1_gata_m_f228d780__tf_targets__gata1_05,regulon_ifn_nfkb_ap1_gata_myc_e2f_p53_smad,tf_targets,tf_regulon,285,280,
atomic__regulon_ifn_nfkb_ap1_gata_m_f228d780__tf_targets__gata2_01,regulon_ifn_nfkb_ap1_gata_myc_e2f_p53_smad,tf_targets,tf_regulon,105,105,
atomic__regulon_ifn_nfkb_ap1_gata_m_f228d780__tf_targets__irf1_01,regulon_ifn_nfkb_ap1_gata_myc_e2f_p53_smad,tf_targets,tf_regulon,255,245,
atomic__regulon_ifn_nfkb_ap1_gata_m_f228d780__tf_targets__irf1_q6,regulon_ifn_nfkb_ap1_gata_myc_e2f_p53_smad,tf_targets,tf_regulon,263,258,
atomic__regulon_ifn_nfkb_ap1_gata_m_f228d780__tf_targets__irf2_01,regulon_ifn_nfkb_ap1_gata_myc_e2f_p53_smad,tf_targets,tf_regulon,129,124,
atomic__regulon_ifn_nfkb_ap1_gata_m_f228d780__tf_targets__irf7_01,regulon_ifn_nfkb_ap1_gata_myc_e2f_p53_smad,tf_targets,tf_regulon,258,253,
atomic__regulon_ifn_nfkb_ap1_gata_m_f228d780__tf_targets__meis1ahoxa9_01,regulon_ifn_nfkb_ap1_gata_myc_e2f_p53_smad,tf_targets,tf_regulon,122,120,
atomic__regulon_ifn_nfkb_ap1_gata_m_f228d780__tf_targets__meis1bhoxa9_01,regulon_ifn_nfkb_ap1_gata_myc_e2f_p53_smad,tf_targets,tf_regulon,146,146,
atomic__regulon_ifn_nfkb_ap1_gata_m_f228d780__tf_targets__meis1_01,regulon_ifn_nfkb_ap1_gata_myc_e2f_p53_smad,tf_targets,tf_regulon,249,239,
atomic__regulon_ifn_nfkb_ap1_gata_m_f228d780__tf_targets__sgcgssaaa_e2f1dp2_01,regulon_ifn_nfkb_ap1_gata_myc_e2f_p53_smad,tf_targets,tf_regulon,170,162,
atomic__regulon_ifn_nfkb_ap1_gata_m_f228d780__tf_targets__smad3_q6,regulon_ifn_nfkb_ap1_gata_myc_e2f_p53_smad,tf_targets,tf_regulon,242,236,
atomic__regulon_ifn_nfkb_ap1_gata_m_f228d780__tf_targets__smad4_q6,regulon_ifn_nfkb_ap1_gata_myc_e2f_p53_smad,tf_targets,tf_regulon,245,241,
atomic__regulon_ifn_nfkb_ap1_gata_m_f228d780__tf_targets__stat1_01,regulon_ifn_nfkb_ap1_gata_myc_e2f_p53_smad,tf_targets,tf_regulon,69,67,
atomic__regulon_ifn_nfkb_ap1_gata_m_f228d780__tf_targets__stat1_02,regulon_ifn_nfkb_ap1_gata_myc_e2f_p53_smad,tf_targets,tf_regulon,263,258,
atomic__regulon_ifn_nfkb_ap1_gata_m_f228d780__tf_targets__stat1_03,regulon_ifn_nfkb_ap1_gata_myc_e2f_p53_smad,tf_targets,tf_regulon,254,250,
atomic__regulon_ifn_nfkb_ap1_gata_m_f228d780__tf_targets__tgacagny_meis1_01,regulon_ifn_nfkb_ap1_gata_myc_e2f_p53_smad,tf_targets,tf_regulon,850,830,broad_gt_750
atomic__regulon_ifn_nfkb_ap1_gata_m_f228d780__tf_targets__ciita_target_genes,regulon_ifn_nfkb_ap1_gata_myc_e2f_p53_smad,tf_targets,tf_regulon,1234,1111,very_broad_gt_1000
atomic__regulon_ifn_nfkb_ap1_gata_m_f228d780__tf_targets__e2f2_target_genes,regulon_ifn_nfkb_ap1_gata_myc_e2f_p53_smad,tf_targets,tf_regulon,1504,1324,very_broad_gt_1000
atomic__senescence_sasp_control__senescence_sasp__fridman_senescence_dn,senescence_sasp_control,senescence_sasp,cell_state,13,12,
atomic__senescence_sasp_control__senescence_sasp__fridman_senescence_up,senescence_sasp_control,senescence_sasp,cell_state,77,77,
atomic__senescence_sasp_control__senescence_sasp__kamminga_senescence,senescence_sasp_control,senescence_sasp,cell_state,40,39,
atomic__senescence_sasp_control__senescence_sasp__tang_senescence_tp53_targets_dn,senescence_sasp_control,senescence_sasp,cell_state,56,54,
atomic__senescence_sasp_control__senescence_sasp__tang_senescence_tp53_targets_up,senescence_sasp_control,senescence_sasp,cell_state,33,33,
atomic__senescence_sasp_control__senescence_sasp__reactome_cellular_senescence,senescence_sasp_control,senescence_sasp,cell_state,197,129,
atomic__senescence_sasp_control__senescence_sasp__reactome_dna_damage_telomere_stress_induced_senescence,senescence_sasp_control,senescence_sasp,cell_state,79,28,
atomic__senescence_sasp_control__senescence_sasp__reactome_formation_of_senescence_associated_heterochromatin_foci_sahf,senescence_sasp_control,senescence_sasp,cell_state,17,11,
atomic__senescence_sasp_control__senescence_sasp__reactome_oncogene_induced_senescence,senescence_sasp_control,senescence_sasp,cell_state,35,33,
atomic__senescence_sasp_control__senescence_sasp__reactome_oxidative_stress_induced_senescence,senescence_sasp_control,senescence_sasp,cell_state,125,64,
atomic__senescence_sasp_control__senescence_sasp__reactome_senescence_associated_secretory_phenotype_sasp,senescence_sasp_control,senescence_sasp,cell_state,111,52,
atomic__senescence_sasp_control__senescence_sasp__gobp_cellular_senescence,senescence_sasp_control,senescence_sasp,cell_state,109,99,
atomic__senescence_sasp_control__senescence_sasp__gobp_negative_regulation_of_cellular_senescence,senescence_sasp_control,senescence_sasp,cell_state,26,23,
atomic__senescence_sasp_control__senescence_sasp__gobp_positive_regulation_of_cellular_senescence,senescence_sasp_control,senescence_sasp,cell_state,19,13,
atomic__senescence_sasp_control__senescence_sasp__gobp_regulation_of_cellular_senescence,senescence_sasp_control,senescence_sasp,cell_state,55,45,
atomic__senescence_sasp_control__senescence_sasp__gobp_replicative_senescence,senescence_sasp_control,senescence_sasp,cell_state,17,16,
family_union__senescence_sasp_control__all__selected_atomic_sets,senescence_sasp_control,all,family_union,487,404,
family_union__senescence_sasp_control__senescence_sasp__selected_atomic_sets,senescence_sasp_control,senescence_sasp,family_union,487,404,
core_anchor__tgfb_niche_quiescence__core_tgfb_smad_ecm__expert_curated,tgfb_niche_quiescence,core_tgfb_smad_ecm,core_anchor,70,69,
family_union__tgfb_niche_quiescence__all__selected_atomic_sets,tgfb_niche_quiescence,all,family_union,527,512,
family_union__tgfb_niche_quiescence__tgfb_smad_ecm_quiescence__selected_atomic_sets,tgfb_niche_quiescence,tgfb_smad_ecm_quiescence,family_union,527,512,
atomic__tgfb_niche_quiescence__tgfb_smad_ecm_quiescence__reactome_cell_extracellular_matrix_interactions,tgfb_niche_quiescence,tgfb_smad_ecm_quiescence,relay,18,18,
atomic__tgfb_niche_quiescence__tgfb_smad_ecm_quiescence__reactome_degradation_of_the_extracellular_matrix,tgfb_niche_quiescence,tgfb_smad_ecm_quiescence,relay,140,140,
atomic__tgfb_niche_quiescence__tgfb_smad_ecm_quiescence__reactome_downregulation_of_tgf_beta_receptor_signaling,tgfb_niche_quiescence,tgfb_smad_ecm_quiescence,relay,26,26,
atomic__tgfb_niche_quiescence__tgfb_smad_ecm_quiescence__reactome_extracellular_matrix_organization,tgfb_niche_quiescence,tgfb_smad_ecm_quiescence,relay,321,321,
atomic__tgfb_niche_quiescence__tgfb_smad_ecm_quiescence__reactome_regulation_of_mitf_m_dependent_genes_involved_in_extracellular_e40e9e31,tgfb_niche_quiescence,tgfb_smad_ecm_quiescence,relay,12,12,
atomic__tgfb_niche_quiescence__tgfb_smad_ecm_quiescence__reactome_signaling_by_tgf_beta_receptor_complex,tgfb_niche_quiescence,tgfb_smad_ecm_quiescence,relay,94,94,
atomic__tgfb_niche_quiescence__tgfb_smad_ecm_quiescence__reactome_tgf_beta_receptor_signaling_activates_smads,tgfb_niche_quiescence,tgfb_smad_ecm_quiescence,relay,47,47,
atomic__tgfb_niche_quiescence__tgfb_smad_ecm_quiescence__reactome_tgf_beta_receptor_signaling_in_emt_epithelial_to_mesenchymal_transition,tgfb_niche_quiescence,tgfb_smad_ecm_quiescence,relay,16,16,
atomic__tgfb_niche_quiescence__tgfb_smad_ecm_quiescence__gobp_extracellular_matrix_assembly,tgfb_niche_quiescence,tgfb_smad_ecm_quiescence,relay,54,45,
atomic__tgfb_niche_quiescence__tgfb_smad_ecm_quiescence__gobp_extracellular_matrix_constituent_secretion,tgfb_niche_quiescence,tgfb_smad_ecm_quiescence,relay,11,11,
atomic__tgfb_niche_quiescence__tgfb_smad_ecm_quiescence__gobp_extracellular_matrix_disassembly,tgfb_niche_quiescence,tgfb_smad_ecm_quiescence,relay,72,65,
atomic__tgfb_niche_quiescence__tgfb_smad_ecm_quiescence__gobp_negative_regulation_of_extracellular_matrix_organization,tgfb_niche_quiescence,tgfb_smad_ecm_quiescence,relay,27,15,
atomic__tgfb_niche_quiescence__tgfb_smad_ecm_quiescence__gobp_positive_regulation_of_extracellular_matrix_disassembly,tgfb_niche_quiescence,tgfb_smad_ecm_quiescence,relay,12,11,
atomic__tgfb_niche_quiescence__tgfb_smad_ecm_quiescence__gobp_positive_regulation_of_extracellular_matrix_organization,tgfb_niche_quiescence,tgfb_smad_ecm_quiescence,relay,30,28,
atomic__tgfb_niche_quiescence__tgfb_smad_ecm_quiescence__gobp_regulation_of_extracellular_matrix_assembly,tgfb_niche_quiescence,tgfb_smad_ecm_quiescence,relay,23,14,
atomic__tgfb_niche_quiescence__tgfb_smad_ecm_quiescence__gobp_regulation_of_extracellular_matrix_disassembly,tgfb_niche_quiescence,tgfb_smad_ecm_quiescence,relay,27,20,
atomic__tgfb_niche_quiescence__tgfb_smad_ecm_quiescence__gobp_regulation_of_extracellular_matrix_organization,tgfb_niche_quiescence,tgfb_smad_ecm_quiescence,relay,77,62,
atomic__tgfb_niche_quiescence__tgfb_smad_ecm_quiescence__hallmark_tgf_beta_signaling,tgfb_niche_quiescence,tgfb_smad_ecm_quiescence,relay,54,54,
core_anchor__tnf_nfkb_decomposed_surviva_97d4afeb__core_tnf_nfkb_survival__expert_curated,tnf_nfkb_decomposed_survival_adhesion,core_tnf_nfkb_survival,core_anchor,12,12,
